date,wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 2m (K),surface air pressure (Pa),density at hub height (kg/m^3),OT
2012/1/1 17:05,124.004,5.459,282.73,101417.552,1.216,0.373
2012/1/1 17:10,123.921,5.578,282.669,101412.976,1.216,0.401
2012/1/1 17:15,124.443,5.703,282.624,101407.488,1.216,0.429
2012/1/1 17:20,124.883,5.855,282.593,101405.648,1.216,0.465
2012/1/1 17:25,126.108,5.938,282.56,101404.736,1.216,0.484
2012/1/1 17:30,126.85,5.932,282.529,101399.24,1.216,0.482
2012/1/1 17:35,127.124,5.858,282.526,101396.496,1.216,0.465
2012/1/1 17:40,127.004,5.654,282.508,101393.752,1.216,0.418
2012/1/1 17:45,126.757,5.465,282.495,101388.256,1.216,0.374
2012/1/1 17:50,127.18,5.266,282.48,101384.592,1.216,0.329
2012/1/1 17:55,127.949,5.001,282.422,101381.84,1.216,0.268
2012/1/1 18:00,128.208,4.708,282.352,101377.264,1.216,0.22
2012/1/1 18:05,127.9,4.488,282.273,101371.776,1.216,0.184
2012/1/1 18:10,127.379,4.317,282.218,101369.032,1.216,0.156
2012/1/1 18:15,127.89,4.235,282.175,101365.368,1.216,0.143
2012/1/1 18:20,128.708,4.153,282.117,101358.952,1.216,0.129
2012/1/1 18:25,129.153,4.101,282.077,101352.544,1.216,0.121
2012/1/1 18:30,129.466,4.058,282.044,101348.88,1.216,0.114
2012/1/1 18:35,129.868,4.031,282.004,101344.304,1.216,0.109
2012/1/1 18:40,130.098,4.052,281.977,101337.896,1.216,0.113
2012/1/1 18:45,130.417,4.076,281.955,101334.232,1.216,0.117
2012/1/1 18:50,130.576,4.122,281.934,101326.912,1.216,0.124
2012/1/1 18:55,130.011,4.18,281.919,101323.248,1.216,0.134
2012/1/1 19:00,129.522,4.244,281.903,101317.76,1.216,0.144
2012/1/1 19:05,129.088,4.308,281.894,101314.096,1.216,0.155
2012/1/1 19:10,128.593,4.363,281.882,101310.432,1.216,0.164
2012/1/1 19:15,127.984,4.412,281.87,101306.768,1.216,0.172
2012/1/1 19:20,128.61,4.534,281.861,101304.024,1.216,0.192
2012/1/1 19:25,129.209,4.623,281.855,101301.272,1.216,0.206
2012/1/1 19:30,129.193,4.674,281.849,101297.616,1.217,0.215
2012/1/1 19:35,129.506,4.696,281.845,101293.952,1.217,0.218
2012/1/1 19:40,130.247,4.702,281.824,101292.12,1.217,0.219
2012/1/1 19:45,131.296,4.702,281.8,101289.376,1.217,0.219
2012/1/1 19:50,132.285,4.714,281.8,101286.624,1.217,0.221
2012/1/1 19:55,133.109,4.742,281.781,101284.8,1.217,0.226
2012/1/1 20:00,133.521,4.812,281.769,101283.88,1.217,0.237
2012/1/1 20:05,133.911,4.913,281.784,101282.048,1.217,0.254
2012/1/1 20:10,135.712,5.035,281.784,101282.048,1.217,0.275
2012/1/1 20:15,138.618,5.047,281.784,101282.048,1.217,0.278
2012/1/1 20:20,140.431,5.047,281.781,101280.216,1.217,0.278
2012/1/1 20:25,140.366,5.114,281.772,101279.304,1.217,0.294
2012/1/1 20:30,139.58,5.148,281.763,101275.64,1.217,0.301
2012/1/1 20:35,139.361,5.114,281.748,101271.064,1.217,0.294
2012/1/1 20:40,139.97,5.056,281.733,101269.232,1.217,0.28
2012/1/1 20:45,140.322,5.087,281.687,101266.488,1.217,0.287
2012/1/1 20:50,140.597,5.099,281.632,101264.656,1.217,0.29
2012/1/1 20:55,141.427,5.123,281.595,101262.824,1.217,0.296
2012/1/1 21:00,142.36,5.148,281.586,101260.08,1.217,0.302
2012/1/1 21:05,143.042,5.123,281.586,101260.08,1.217,0.296
2012/1/1 21:10,143.289,5.099,281.583,101259.168,1.217,0.29
2012/1/1 21:15,143.635,5.056,281.574,101258.24,1.217,0.28
2012/1/1 21:20,144.102,5.059,281.571,101255.504,1.217,0.281
2012/1/1 21:25,144.789,5.172,281.534,101256.416,1.217,0.307
2012/1/1 21:30,145.376,5.389,281.482,101253.664,1.217,0.357
2012/1/1 21:35,145.3,5.508,281.427,101250.92,1.217,0.385
2012/1/1 21:40,145.426,5.526,281.379,101249.088,1.217,0.389
2012/1/1 21:45,146.167,5.606,281.315,101248.168,1.217,0.407
2012/1/1 21:50,146.337,5.712,281.254,101247.256,1.217,0.432
2012/1/1 21:55,146.359,5.795,281.22,101244.504,1.217,0.451
2012/1/1 22:00,146.562,5.783,281.208,101242.68,1.217,0.448
2012/1/1 22:05,147.32,5.7,281.171,101243.592,1.218,0.429
2012/1/1 22:10,148.479,5.648,281.159,101242.68,1.218,0.418
2012/1/1 22:15,149.627,5.609,281.156,101240.848,1.218,0.408
2012/1/1 22:20,150.44,5.658,281.174,101237.184,1.218,0.42
2012/1/1 22:25,151.253,5.709,281.186,101234.44,1.218,0.432
2012/1/1 22:30,151.621,5.767,281.205,101229.856,1.218,0.445
2012/1/1 22:35,150.984,5.777,281.193,101224.368,1.217,0.447
2012/1/1 22:40,150.978,5.88,281.183,101221.624,1.217,0.471
2012/1/1 22:45,152.038,5.941,281.171,101220.712,1.217,0.485
2012/1/1 22:50,153.104,5.947,281.15,101218.872,1.217,0.486
2012/1/1 22:55,153.428,5.932,281.144,101216.136,1.216,0.483
2012/1/1 23:00,153.439,5.914,281.153,101213.384,1.216,0.478
2012/1/1 23:05,153.999,5.813,281.107,101210.632,1.217,0.455
2012/1/1 23:10,154.944,5.691,281.092,101207.888,1.217,0.427
2012/1/1 23:15,155.17,5.651,281.089,101203.312,1.217,0.418
2012/1/1 23:20,155.472,5.652,281.052,101203.312,1.216,0.418
2012/1/1 23:25,155.988,5.667,281.043,101200.56,1.216,0.421
2012/1/1 23:30,156.367,5.767,281.034,101198.736,1.216,0.444
2012/1/1 23:35,156.812,5.819,281.016,101198.736,1.215,0.456
2012/1/1 23:40,157.773,5.771,281.034,101197.824,1.215,0.445
2012/1/1 23:45,159.35,5.591,281.092,101196.896,1.215,0.403
2012/1/1 23:50,160.739,5.6,281.128,101197.824,1.215,0.405
2012/1/1 23:55,161.662,5.661,281.171,101196.896,1.215,0.419
2012/1/2 0:00,162.788,5.673,281.199,101193.24,1.214,0.422
2012/1/2 0:05,164.277,5.716,281.226,101189.576,1.214,0.432
2012/1/2 0:10,166.43,5.883,281.217,101182.248,1.214,0.47
2012/1/2 0:15,168.001,6.204,281.174,101176.76,1.214,0.558
2012/1/2 0:20,168.111,6.674,281.113,101171.264,1.213,0.7
2012/1/2 0:25,166.974,7.095,281.055,101165.776,1.213,0.834
2012/1/2 0:30,165.651,7.318,281.028,101161.192,1.213,0.919
2012/1/2 0:35,164.948,7.229,281.031,101156.616,1.213,0.886
2012/1/2 0:40,164.848,7.138,281.022,101151.128,1.213,0.851
2012/1/2 0:45,164.568,6.893,281.012,101145.632,1.214,0.768
2012/1/2 0:50,164.612,6.582,280.976,101140.144,1.214,0.673
2012/1/2 0:55,164.474,6.384,280.954,101136.48,1.215,0.613
2012/1/2 1:00,164.628,6.359,280.933,101129.152,1.215,0.606
2012/1/2 1:05,165.057,6.524,280.915,101124.568,1.214,0.656
2012/1/2 1:10,165.798,6.781,280.896,101119.08,1.214,0.733
2012/1/2 1:15,166.254,6.842,280.872,101111.76,1.214,0.752
2012/1/2 1:20,166.414,6.775,280.842,101106.264,1.214,0.731
2012/1/2 1:25,166.298,6.588,280.808,101105.344,1.214,0.675
2012/1/2 1:30,166.227,6.323,280.774,101104.432,1.214,0.594
2012/1/2 1:35,166.447,6.067,280.741,101099.848,1.214,0.516
2012/1/2 1:40,167.089,5.825,280.71,101098.024,1.215,0.457
2012/1/2 1:45,167.243,5.844,280.68,101094.36,1.214,0.461
2012/1/2 1:50,167.826,5.81,280.646,101094.36,1.214,0.454
2012/1/2 1:55,168.787,5.758,280.613,101087.04,1.214,0.442
2012/1/2 2:00,170.105,5.648,280.582,101082.464,1.214,0.416
2012/1/2 2:05,171.561,5.545,280.549,101077.88,1.215,0.392
2012/1/2 2:10,172.94,5.429,280.518,101071.472,1.215,0.366
2012/1/2 2:15,174.132,5.374,280.488,101066.888,1.215,0.353
2012/1/2 2:20,174.846,5.398,280.448,101062.312,1.215,0.359
2012/1/2 2:25,175.373,5.475,280.411,101056.824,1.215,0.376
2012/1/2 2:30,176.027,5.609,280.369,101050.416,1.214,0.407
2012/1/2 2:35,176.95,5.578,280.353,101047.664,1.214,0.4
2012/1/2 2:40,177.692,5.456,280.353,101045.832,1.215,0.372
2012/1/2 2:45,177.983,5.383,280.35,101042.168,1.215,0.355
2012/1/2 2:50,177.857,5.343,280.347,101039.432,1.215,0.346
2012/1/2 2:55,177.401,5.346,280.329,101034.848,1.215,0.347
2012/1/2 3:00,176.632,5.401,280.314,101031.184,1.215,0.359
2012/1/2 3:05,175.665,5.52,280.271,101025.696,1.215,0.387
2012/1/2 3:10,174.923,5.697,280.253,101022.032,1.215,0.428
2012/1/2 3:15,174.594,5.929,280.228,101018.368,1.214,0.481
2012/1/2 3:20,174.869,6.106,280.219,101015.624,1.215,0.529
2012/1/2 3:25,174.896,6.347,280.219,101013.792,1.214,0.602
2012/1/2 3:30,175.786,6.491,280.191,101011.048,1.214,0.645
2012/1/2 3:35,177.171,6.487,280.133,101010.136,1.214,0.644
2012/1/2 3:40,177.61,6.42,280.057,101006.472,1.214,0.624
2012/1/2 3:45,177.611,6.426,279.996,101003.72,1.214,0.626
2012/1/2 3:50,177.754,6.475,279.944,101000.976,1.214,0.641
2012/1/2 3:55,178.567,6.57,279.905,100998.224,1.214,0.67
2012/1/2 4:00,180.347,6.597,279.819,100996.4,1.214,0.678
2012/1/2 4:05,183.187,6.466,279.661,100994.56,1.215,0.638
2012/1/2 4:10,185.522,6.43,279.548,100993.648,1.215,0.627
2012/1/2 4:15,187.191,6.726,279.34,100992.736,1.214,0.717
2012/1/2 4:20,188.433,6.927,279.285,100990.896,1.214,0.778
2012/1/2 4:25,189.62,6.915,279.233,100988.16,1.214,0.774
2012/1/2 4:30,191.262,6.762,279.142,100987.24,1.214,0.728
2012/1/2 4:35,193.339,6.457,279.032,100987.232,1.215,0.635
2012/1/2 4:40,195.761,6.057,278.94,100982.664,1.215,0.514
2012/1/2 4:45,198.914,5.523,278.818,100981.744,1.216,0.388
2012/1/2 4:50,202.446,5.041,278.675,100979.912,1.217,0.277
2012/1/2 4:55,206.17,4.642,278.586,100979.912,1.218,0.209
2012/1/2 5:00,210.158,4.339,278.54,100979.912,1.218,0.16
2012/1/2 5:05,214.618,4.107,278.498,100977.168,1.219,0.122
2012/1/2 5:10,217.376,3.964,278.461,100976.248,1.219,0.102
2012/1/2 5:15,219.815,3.857,278.412,100976.248,1.22,0.091
2012/1/2 5:20,222.798,3.781,278.354,100974.424,1.22,0.084
2012/1/2 5:25,225.539,3.702,278.309,100974.424,1.221,0.077
2012/1/2 5:30,227.571,3.619,278.275,100971.672,1.222,0.069
2012/1/2 5:35,229.021,3.552,278.244,100969.84,1.222,0.063
2012/1/2 5:40,230.982,3.524,278.229,100968.928,1.223,0.06
2012/1/2 5:45,233.174,3.521,278.22,100969.84,1.223,0.06
2012/1/2 5:50,234.514,3.537,278.208,100970.76,1.224,0.061
2012/1/2 5:55,235.75,3.524,278.186,100969.84,1.224,0.06
2012/1/2 6:00,236.184,3.473,278.159,100964.352,1.224,0.055
2012/1/2 6:05,235.833,3.427,278.162,100959.776,1.223,0.051
2012/1/2 6:10,235.009,3.36,278.132,100956.112,1.223,0.044
2012/1/2 6:15,235.333,3.283,278.107,100951.528,1.223,0.037
2012/1/2 6:20,236.689,3.213,278.141,100947.872,1.223,0.03
2012/1/2 6:25,238.667,3.149,278.138,100943.296,1.223,0.024
2012/1/2 6:30,241.688,3.109,278.135,100938.72,1.223,0.021
2012/1/2 6:35,245.67,3.1,278.183,100935.968,1.224,0.02
2012/1/2 6:40,250.3,3.106,278.18,100935.968,1.224,0.02
2012/1/2 6:45,254.827,3.131,278.174,100938.72,1.225,0.023
2012/1/2 6:50,258.172,3.146,278.247,100939.632,1.225,0.024
2012/1/2 6:55,260.193,3.149,278.244,100939.632,1.225,0.025
2012/1/2 7:00,261.023,3.128,278.241,100937.8,1.225,0.023
2012/1/2 7:05,260.935,3.1,278.287,100938.72,1.226,0.02
2012/1/2 7:10,260.018,3.06,278.287,100935.968,1.226,0.016
2012/1/2 7:15,258.502,3.021,278.284,100931.392,1.226,0.012
2012/1/2 7:20,256.64,2.999,278.357,100930.48,1.226,0.01
2012/1/2 7:25,254.464,3.015,278.363,100927.728,1.226,0.012
2012/1/2 7:30,251.449,2.987,278.37,100921.32,1.225,0.01
2012/1/2 7:35,247.362,2.969,278.431,100918.568,1.225,0.01
2012/1/2 7:40,242.577,2.945,278.452,100915.832,1.225,0.01
2012/1/2 7:45,237.914,2.942,278.479,100913.992,1.225,0.01
2012/1/2 7:50,233.739,2.966,278.525,100913.992,1.225,0.01
2012/1/2 7:55,230.075,2.972,278.553,100912.168,1.225,0.01
2012/1/2 8:00,226.631,2.945,278.571,100913.08,1.225,0.01
